source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term,qwen3b_selected_source,qwen3b_selected,qwen3b_selected_term_coverage,random_terms_dict,qwen3b_random,selected_missing_terms,num_missing_selected,qwen3b_selected_repaired,repaired_missing_terms,num_missing_repaired,qwen3b_definition_prompt,lora_cleaned_missing_terms,num_missing_lora_cleaned,lora_basic_cleaned_repaired,lora_repaired_missing_terms,num_missing_lora_repaired
Deployement of views and use of Data Access Control can impact the persistency.,Das Implementieren von Views und die Verwendung einer Datenzugriffskontrolle können sich auf die Persistenz auswirken.,{'control': 'Kontrolle'},Verfügung von Ansichten und Verwendung von Datenzugriffskontrolle können die Persistenz beeinflussen.,Verwaltung von Ansichten und Verwendung von Datenzugriffskontrollen können die Persistenz beeinflussen.,"Gerne! Hier ist die deutsche Übersetzung:

Verwaltung von Views und Verwendung von Datenzugriffskontrolle können den Persistenzstatus beeinflussen.","Kontrollieren Sie die Deployment von Views und das Verwenden von Datenzugriffskontrolle, um die Persistenz zu beeinflussen.","Kontrollieren Sie die Deployment von Views und das Verwenden von Datenzugriffskontrolle, um die Persistenz zu beeinflussen.",{'control': 'Kontrolle'},Die Einrichtung von Sichten und die Verwendung der Datenzugriffssteuerung kann die Persistenz beeinflussen.,Einsetzen von Ansichten und Verwenden der Datenzugriffssteuerung kann die Persistenz beeinflussen.,Die Auslieferung von Sichten und das Verwenden von Datenzugriffssteuerung kann die Persistenz beeinflussen.,qwen3b_strong,Einsetzen von Ansichten und Verwenden der Datenzugriffssteuerung kann die Persistenz beeinflussen.,0.0,{'control': 'Überschrift'},Die Implementierung von Sichten und der Gebrauch von Datenzugriffssteuerung kann die Persistenz beeinflussen.,{'control': 'Kontrolle'},1,Einsetzen von Ansichten und Verwenden der Datenzugriffskontrolle kann die Persistenz beeinflussen.,{},0,Einsetzen von Sichten und Verwendung von Datenzugriffskontrolle kann die Persistenz beeinflussen.,{},0,"Kontrollieren Sie die Deployment von Views und das Verwenden von Datenzugriffskontrolle, um die Persistenz zu beeinflussen.",{},0
SAP Leonardo Machine Learning Foundation,SAP Leonardo Machine Learning Foundation,"{'Machine Learning': 'Machine Learning', 'machine learning': 'Machine Learning'}",SAP Leonardo Machine Learning Foundation,SAP Leonardo Machine Learning Foundation,SAP Leonardo Machine Learning Foundation,SAP Leonardo Machine Learning Foundation,SAP Leonardo Machine Learning Foundation,"{'Machine Learning': 'Machine Learning', 'machine learning': 'Machine Learning'}",SAP Leonardo Machine Learning-Fundament,SAP Leonardo Machine-Learning-Foundation,SAP Leonardo Maschinelles Lernen Grundlage,qwen3b_basic,SAP Leonardo Machine Learning-Fundament,1.0,"{'Machine Learning': 'auswählen', 'machine learning': 'Label'}",SAP Leonardo Maschinelles Lernen Grundlage,{},0,SAP Leonardo Machine Learning-Fundament,{},0,SAP Leonardo Machine Learning Foundation,{},0,SAP Leonardo Machine Learning Foundation,{},0
Reject and Reverse,Ablehnen und Stornieren,{'reject': 'ablehnen'},Ablehnung und Wiederholen,ablehnen und umkehren,Reject und Wiederholen,"Terminology:
reject -> ablehnen

English: Reject and Reverse
German: Ablehnen und Wiederholen","Terminology:
reject -> ablehnen

English: Reject and Reverse
German: Ablehnen und Wiederholen",{'reject': 'ablehnen'},Ablehnen und Widerlegen,Ablehnen und Widerlegen,Verwerfen und widerrufen,qwen3b_strong,Ablehnen und Widerlegen,1.0,{'reject': 'auswählen'},Ausschließen und Wiederherstellen,{},0,Ablehnen und Widerlegen,{},0,Ablehnen und rückgängig machen,{},0,"Terminology:
reject -> ablehnen

English: Reject and Reverse
German: Ablehnen und Wiederholen",{},0
Select Create filter and define your filter conditions:,"Wählen Sie Filter erstellen, und definieren Sie die Filterbedingungen:",{'create': 'erstellen'},Erstelle Filter und definieren Ihre Filterbedingungen:,Erstelle Filter und definieren Ihre Filterbedingungen:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'create': 'erstellen'},Erstellen Sie einen Filter und definieren Sie Ihre Filterbedingungen:,Erstellen Sie Filter erstellen und definieren Sie Ihre Filterbedingungen:,"Wählen Sie ""Filter erstellen"" und definieren Sie Ihre Filterbedingungen:",qwen3b_strong,Erstellen Sie Filter erstellen und definieren Sie Ihre Filterbedingungen:,1.0,{'create': 'Sequenz'},Wählen Sie die Sequenz an und definieren Sie Ihre Filterbedingungen:,{},0,Erstellen Sie Filter erstellen und definieren Sie Ihre Filterbedingungen:,{},0,Erstellen Filter und definieren Ihre Filterbedingungen:,{'create': 'erstellen'},1,Erstellen Sie einen Filter und definieren Sie Ihre Filterbedingungen:,{},0
You can define attrbutes for your consumption model.,Sie können Attribute für Ihr Verbrauchsmodell definieren.,{'consumption model': 'Verbrauchsmodell'},Sie können Ihre Verbrauchsmodelle mit Attribute definieren.,Verwaltungsmodell definieren Sie Attribute für Ihren Verbrauchsmodell.,Sie können Ihre Verbraucherschemaattribute definieren.,Sie können Attribute für Ihr Verbrauchsmodell definieren.,Sie können Attribute für Ihr Verbrauchsmodell definieren.,{'consumption model': 'Verbrauchsmodell'},Du kannst Attribut für dein Verbrauchsmodell definieren.,Sie können Attribut für Ihren Verbrauchsmodell definieren.,Sie können Attribut für Ihr Verbrauchsmuster definieren.,qwen3b_strong,Sie können Attribut für Ihren Verbrauchsmodell definieren.,1.0,{'consumption model': 'Auslöser'},Du kannst Attribut für deinen Auslöser definieren.,{},0,Sie können Attribut für Ihren Verbrauchsmodell definieren.,{},0,Du kannst Attribut für dein Verbrauchsmodell definieren.,{},0,Sie können Attribute für Ihr Verbrauchsmodell definieren.,{},0
[if Create Statement-level Insert Triggers = true] Create Statement-level Delete Triggers,[wenn Auslöser zum Einfügen auf Anweisungsebene erstellen = wahr] Löschauslöser auf Anweisungsebene erstellen,"{'trigger': 'Auslöser', 'insert': 'einfügen'}","[IF ""Erstellen von Schlüsselwert-Erweiterungen"" = TRUE] Erstellen von Schlüsselworten-Entfernungstriege",Auslöser für die Änderung der Statistik erstellen,"[Wenn die Einstellung für die Erstellung von Abfragesetzungs-Insert-Triggern auf ""true"" ist] erstellen Sie auch Abfragesetzungs-Delete-Triggern","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","{'trigger': 'Auslöser', 'insert': 'einfügen'}",[Wenn Auslöser auf Statementschritt für Einfügen = true] Erstelle Auslöser auf Statementschritt für Löschen,"Wenn Auslöser auf Statementschrittweise Einfügen = true, dann erstelle Auslöser auf Statementschrittweise Löschung",[Wenn Erstelltabelleebene-Statementlevel-Erweiterungen = true] Erstelltabelleebene-Statementlevel-Lösungstrigger,qwen3b_strong,"Wenn Auslöser auf Statementschrittweise Einfügen = true, dann erstelle Auslöser auf Statementschrittweise Löschung",1.0,"{'trigger': 'Enddatum', 'insert': 'erstellen'}",[Wenn Erstelltatenlevel-Erstelltriggern = true] Erstelltatenlevel-Entferntrigger erstellen,{},0,"Wenn Auslöser auf Statementschrittweise Einfügen = true, dann erstelle Auslöser auf Statementschrittweise Löschung",{},0,[if Schreibe Anweisungsseitige Einfügeauslöser = true] Schreibe Anweisungsseitige Entfernungsauslöser,"{'trigger': 'Auslöser', 'insert': 'einfügen'}",2,"Wenn Schreibauslöser für Statements = true, werden Schreibauslöser für Statements erstellt.",{'insert': 'einfügen'},1
Space monitoring allows the administrator to keep an eye on the status of their space.,Mithilfe der Space-Überwachung behält der Administrator stets den Status seines Space im Blick.,{'space': 'Space'},Raummonitierung ermöglicht dem Administrator die Überwachung des Status ihrer Raum.,Raummonitierung ermöglicht dem Administrator die Überwachung des Status ihrer Raum.,"Spacemonitoren ermöglichen es dem Administrator, die Status des Raums zu überwachen.","Spaceverwaltung ermöglicht es dem Administrator, die Status-Informationen für den Space zu überwachen.","Spaceverwaltung ermöglicht es dem Administrator, die Status-Informationen für den Space zu überwachen.",{'space': 'Space'},"Raumüberwachung ermöglicht dem Administrator, den Status seines Raums zu überwachen.","Raumüberwachung ermöglicht dem Administrator, den Status ihres Raums zu überwachen.","Raumüberwachung ermöglicht dem Administrator, den Status ihres Raums zu überwachen.",qwen3b_strong,"Raumüberwachung ermöglicht dem Administrator, den Status ihres Raums zu überwachen.",0.0,{'space': 'Einsatz'},"Einsatzmonitoring ermöglicht dem Administrator, den Status seines Einsatzes zu überwachen.",{'space': 'Space'},1,"Raumüberwachung ermöglicht dem Administrator, den Status ihres Raums zu überwachen.",{'space': 'Space'},1,"Raumüberwachung ermöglicht dem Administrator, den Status ihres Raums zu überwachen.",{},0,"Spaceverwaltung ermöglicht es dem Administrator, die Status-Informationen für den Space zu überwachen.",{},0
Associations - Create associations to other entities (see ).,Assoziationen – Erstellen Sie Assoziationen zu anderen Entitäten (siehe ).,{'create': 'erstellen'},Verbande - Erstellen von Verbindungen zu anderen Entitäten (siehe).,Erstelle Verbindungen zu anderen Entitäten (siehe).,Geräteverknüpfungen – Erstellen von Verknüpfungen zu anderen Entitäten (siehe).,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'create': 'erstellen'},Erstelle Verbindungen zu anderen Einheiten (siehe ).,Erstellen - Erstelle Verbindungen zu anderen Einheiten (siehe ).,Verbände - Erstelle Verbünde zu anderen Einheiten (siehe ).,qwen3b_strong,Erstellen - Erstelle Verbindungen zu anderen Einheiten (siehe ).,1.0,{'create': 'Anwendungsprotokoll'},Anwendungsprotokoll - Anwendungsprotokoll zu anderen Einheiten erstellen (siehe ).,{},0,Erstellen - Erstelle Verbindungen zu anderen Einheiten (siehe ).,{},0,Verbindungen - Erstellen von Verbindungen zu anderen Entitäten (siehe).,{'create': 'erstellen'},1,Erstellen - Erstellen Sie Verbindungen zu anderen Einheiten (siehe).,{},0
To find further information such as the available mapping parameters see Importing or Modifying Users from a File in the SAP Help Portal.,"Weitere Informationen, wie die verfügbaren Zuordnungsparameter, finden Sie im SAP Help Portal unter Importieren oder Ändern von Benutzern aus einer Datei.",{'mapping': 'Zuordnung'},Zur Fehden von weiteren Informationen wie zum Beispiel den verfügbaren Zuordnungsparameter siehe Importieren oder Bearbeiten Nutzer aus einem Datei im SAP-Hilfeportal.,Zur Fehlernachweisung wie zum Beispiel der verfügbaren Zuordnungsparameter sehen Sie im SAP-Hilfeportal die Importieren oder Bearbeiten von Benutzern aus einem Datei.,"Sobald Sie weitere Informationen wie die verfügbaren Zuordnungsparameter finden möchten, siehe Importieren oder Bearbeiten von Benutzern aus einem Datei im SAP-Hilfeportal.",Zurück nachfahrendes Informationen wie die verfügbaren Parameter der Zuordnung finden Sie im SAP-Hilfeportal unter Importen oder Ändern von Benutzern aus einem Datei.,Zurück nachfahrendes Informationen wie die verfügbaren Parameter der Zuordnung finden Sie im SAP-Hilfeportal unter Importen oder Ändern von Benutzern aus einem Datei.,{'mapping': 'Zuordnung'},"Um weitere Informationen wie die verfügbaren Zuordnungselemente zu finden, sehen Sie sich den Inhalt unter ""Importieren oder Ändern von Benutzern aus einem Datei"" im SAP-Helferportal an.","Um weitere Informationen wie die verfügbaren Zuordnungselemente zu finden, sehen Sie sich im SAP-Helferportal an: Importieren oder Ändern von Benutzern aus einem Datei.","Um weitere Informationen wie die verfügbaren Kartierungsparameter zu finden, sehen Sie sich das Thema ""Importieren oder Ändern von Benutzern aus einem Datei"" im SAP-Helferportal an.",qwen3b_strong,"Um weitere Informationen wie die verfügbaren Zuordnungselemente zu finden, sehen Sie sich im SAP-Helferportal an: Importieren oder Ändern von Benutzern aus einem Datei.",1.0,{'mapping': 'Schaden-/Leistungsfall'},"Um weitere Informationen wie die verfügbaren Schaden-/Leistungsfallparameter zu finden, sehen Sie sich den Inhalt des SAP-Helferportals an unter ""Importieren oder Ändern von Benutzern aus einem Datei"".",{},0,"Um weitere Informationen wie die verfügbaren Zuordnungselemente zu finden, sehen Sie sich im SAP-Helferportal an: Importieren oder Ändern von Benutzern aus einem Datei.",{},0,"Um weitere Informationen wie die verfügbaren Zuordnungparameter zu finden, sehen Sie sich im SAP-Helferportal an, wie Sie Benutzer aus einem Dateiimportieren oder ändern.",{},0,Zurück nachfahrendes Informationen wie die verfügbaren Parameter der Zuordnung finden Sie im SAP-Hilfeportal unter Importen oder Ändern von Benutzern aus einem Datei.,{},0
Aerospace & Defense,Luft- und Raumfahrt- sowie Verteidigungsindustrie,{'space': 'Raum'},Raumfahrt und Defensivindustrie,Raumfahrt und Defensivindustrie,Aerospace & Defense,Raumfahrt und Militär,Raumfahrt und Militär,{'space': 'Raum'},"Aerospace & Defense

In this case, no specific terminology is needed as ""Aerospace & Defense"" is already a commonly used term in German for ""Luftfahrt & Sicherheit"". However, if you specifically want to translate ""space"" into German:

German translation:
Luftfahrt & Sicherheit",Raumfahrt & Sicherheit,Luft- und Raumfahrt & Sicherheit,qwen3b_strong,Raumfahrt & Sicherheit,1.0,{'space': 'aktualisieren'},Aerospace & Defence,{},0,Raumfahrt & Sicherheit,{},0,Raumfahrt & Defence,{},0,Raumfahrt und Militär,{},0
Available capacity for work center,Verfügbare Kapazität für den Arbeitsplatz,{'available capacity': 'verfügbare Kapazität'},Verfügbare Kapazität für Arbeitsplatz,verfügbare Kapazität für Arbeitsplatz,Gerätekapazität für den Arbeitsplatz,verfügbare Kapazität für Arbeitsplatz,verfügbare Kapazität für Arbeitsplatz,{'available capacity': 'verfügbare Kapazität'},Verfügbare Kapazität für Arbeitszelle,verfügbare Kapazität für Arbeitszelle,Verfügbare Kapazität für Arbeitsplatz,qwen3b_strong,verfügbare Kapazität für Arbeitszelle,1.0,{'available capacity': 'Datenquelle'},Datenquelle für den Arbeitszentrums,{},0,verfügbare Kapazität für Arbeitszelle,{},0,verfügbare Kapazität,{},0,verfügbare Kapazität für Arbeitsplatz,{},0
"For more information, see Microsoft SQL Server Trigger-Based Replication in the SAP HANA Smart Data Integration and SAP HANA Smart Data Quality Installation and Configuration Guide.",Weitere Informationen finden Sie unter Auslöserbasierte Replikation beim Microsoft-SQL-Server im Installations- und Konfigurationshandbuch für SAP HANA Smart Data Integration und SAP HANA Smart Data Quality.,{'trigger': 'Auslöser'},Für weitere Informationen siehe Microsoft SQL Server Trigger-Basierte Reproduktion im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installations- und Konfigurationshandbuch.,Für weitere Informationen siehe Microsoft SQL Server Trigger-Basierte Reproduktion im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installations- und Konfigurationshandbuch.,"Sobald Sie mehr Informationen benötigen, finden Sie sie im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installation und Konfigurationsschreiben unter ""Microsoft SQL Server Trigger-based Replication"".","Sobald Sie mehr Informationen benötigen, finden Sie sie im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installation und Konfigurationsschreiben unter ""Microsoft SQL Server Trigger-based Replication"".","Sobald Sie mehr Informationen benötigen, finden Sie sie im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installation und Konfigurationsschreiben unter ""Microsoft SQL Server Trigger-based Replication"".",{'trigger': 'Auslöser'},"Für weitere Informationen, siehe den SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installations- und Konfigurationsanleitung zur Microsoft SQL Server-Auslöserbasierten Replication.","Für mehr Informationen, siehe Microsoft SQL Server-Auslöserbasierte Replication im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality-Ansatzinstallation und Konfigurationshandbuch.","Für mehr Informationen, siehe Microsoft SQL Server-Triggerebundete Replication im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality-Ansatzinstallation und Konfigurationshandbuch.",qwen3b_strong,"Für mehr Informationen, siehe Microsoft SQL Server-Auslöserbasierte Replication im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality-Ansatzinstallation und Konfigurationshandbuch.",1.0,{'trigger': 'Seitenbereich'},"Für weitere Informationen, siehe den Seitenbereich „Microsoft SQL Server basierten Replication“ im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installations- und Konfigurationshandbuch.",{},0,"Für mehr Informationen, siehe Microsoft SQL Server-Auslöserbasierte Replication im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality-Ansatzinstallation und Konfigurationshandbuch.",{},0,"Für mehr Informationen, siehe Microsoft SQL Server Auslöserbasierte Replication im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installations- und Konfigurationshandbuch.",{'trigger': 'Auslöser'},1,"Sobald Sie mehr Informationen benötigen, finden Sie sie im SAP HANA Smart Data Integration und SAP HANA Smart Data Quality Installation und Konfigurationsschreiben unter ""Auslöserbasierte Replication für Microsoft SQL Server"".",{},0
You can view operation details such as:,"Sie können Operationsdetails anzeigen, z.B.:",{'operation': 'Operation'},"Du kannst die Details der Operation sehen, wie z.B.:","Operation Details anzeigen können, wie folgt beschrieben:",Sie können Operationen wie:,"Sie können Operationen wie Details anzeigen, einschließlich:","Sie können Operationen wie Details anzeigen, einschließlich:",{'operation': 'Operation'},"Sie können die Details der Operation wie folgt anzeigen:

Operation: Operation",Sie können die Operationsdetails wie folgt anzeigen:,Sie können die Betriebsdetails wie folgt anzeigen:,qwen3b_strong,Sie können die Operationsdetails wie folgt anzeigen:,1.0,{'operation': 'Quelle'},Sie können die Details der Quelle wie folgt anzeigen:,{},0,Sie können die Operationsdetails wie folgt anzeigen:,{},0,"Sie können die Operationendetails wie folgt anzeigen:

Terminologiebeschränkungen:
- Englischer Begriff: ""operation"" | Deutscher Begriff: ""Operation"". Geben Sie diesen deutschen Begriff genau so an, wie er im englischen Begriff vorkommt.",{},0,"Sie können Operationen wie Details anzeigen, einschließlich:",{},0
Based on callbacks you can define end-user actions that are displayed as buttons in the My Situations - Extended app.,"Basierend auf den Callbacks können Sie Endbenutzeraktionen definieren, die als Drucktasten in der App Meine Situationen – erweitert angezeigt werden.",{'callback': 'Callback'},"Zurückgegebene Callbacks können Endbenutzeraktionen definiert werden, die als Knöpfe im App ""My Situations - Extended"" angezeigt werden.","Zurückgegebene Termine können Sie Endbenutzeraktionen definieren, die als Knöpfe im App ""My Situations - Extended"" angezeigt werden.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Basiert auf den Callbacks können Sie Definitionen von Endbenutzeraktionen erstellen, die als Knöpfe im App ""My Situations - Extended"" angezeigt werden.","Basiert auf den Callbacks können Sie Definitionen von Endbenutzeraktionen erstellen, die als Knöpfe im App ""My Situations - Extended"" angezeigt werden.",{'callback': 'Callback'},"Basiert auf Callbacks können Sie Endnutzereingaben definieren, die in der App ""Meine Situationen - Erweitert"" als Buttons angezeigt werden.","Aufgrund von Callbacks können Sie Endnutzer-Aktionen definieren, die in der App ""Meine Situationen - Erweitert"" als Buttons angezeigt werden.","Auf der Grundlage von Rückfragen können Sie Endnutzerverhaltens definieren, die als Buttons im My Situations - Extended App angezeigt werden.",qwen3b_strong,"Aufgrund von Callbacks können Sie Endnutzer-Aktionen definieren, die in der App ""Meine Situationen - Erweitert"" als Buttons angezeigt werden.",1.0,{'callback': 'Zugriffskontrolle'},"Basiert auf Zugriffskontrollen können Sie Endnutzer-Aktionen definieren, die als Buttons im My Situations - Extended-App angezeigt werden.",{},0,"Aufgrund von Callbacks können Sie Endnutzer-Aktionen definieren, die in der App ""Meine Situationen - Erweitert"" als Buttons angezeigt werden.",{},0,"Aufgrund von Callbacks können Sie Endnutzer-Aktionen definieren, die in der App ""Meine Situationen - Erweitert"" als Buttons angezeigt werden.",{},0,"Basiert auf den Callbacks können Sie Definitionen von Endbenutzeraktionen erstellen, die als Knöpfe im App ""My Situations - Extended"" angezeigt werden.",{},0
Descrption of the mapping,Beschreibung des Mappings,{'mapping': 'Mapping'},Mapping: Beschreibung des Mappings,Mapping,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Mappingsbeschreibung,Mappingsbeschreibung,{'mapping': 'Mapping'},Mappingbeschreibung,Beschreibung des Mappings,Beschreibung des Abbildungsprozesses,qwen3b_strong,Beschreibung des Mappings,1.0,{'mapping': 'Kündigung'},Kündigungsbeschreibung,{},0,Beschreibung des Mappings,{},0,Mapping,{},0,Mappingsbeschreibung,{},0
[if Enable Statement-level Triggers = true and Triggers Record Primary Keys Only = true] Triggers Capture Before and After Images,[wenn Trigger auf Anweisungsebene aktivieren = wahr und Löst nur Primärschlüssel für Datensätze aus = wahr] Löst die Erfassung von Vorher- und Nachher-Bildern aus,{'image': 'Bild'},[Wenn Enable Statement-Level Triggers = true und Triggers Record Primary Keys Only = true] Capturieren Sie Vor- und Nachbildungen,Bildnach- und Vorlagen werden Captured vor und nach der Trigger-Aufrufe.,[Wenn Enable Statement-Level Triggers = true und Triggers Record Primary Keys Only = true] Triggers Capturieren Vor- und Nachbildschaften,"Betrifft die Einstellung ""Enable Statement-Level Triggers"" auf ""true"" und die Einstellung ""Triggers Record Primary Keys Only"" auf ""true"", dann werden die Triggern vor- und nach dem Ändern des Binds erstellt.","Betrifft die Einstellung ""Enable Statement-Level Triggers"" auf ""true"" und die Einstellung ""Triggers Record Primary Keys Only"" auf ""true"", dann werden die Triggern vor- und nach dem Ändern des Binds erstellt.",{'image': 'Bild'},"German translation:

[Wenn Anweisungen-Level-Triggern = wahr und nur Primärschlüssel in Triggern aufgenommen werden = wahr] Triggern捕获Before und After-Bilder

Note: The provided terminology ""Bild"" (image) is used for ""image"". However, it's important to note that ""Bild"" is not commonly used in technical contexts for images in German. A more appropriate term would be ""Bild"" or ""Bildergrabung"" (image capture). 

A more accurate translation without using the provided terminology would be:

[Wenn Anweisungen-Level-Triggern = wahr und nur Primärschlüssel in Triggern aufgenommen werden = wahr] Triggern samm",Wenn [Enable Statement-level Triggers = true und Triggers Record Primary Keys Only = true] dann sammeln Triggern Vor- und Nachbildungen auf,Wenn [Enable Statement-level Triggers = true und Triggers Record Primary Keys Only = true] dann fangen Triggern die Vor- und Nachbilder auf.,qwen3b_strong,Wenn [Enable Statement-level Triggers = true und Triggers Record Primary Keys Only = true] dann sammeln Triggern Vor- und Nachbildungen auf,1.0,{'image': 'Seitenart'},"Wenn die Anweisungsebene-Trigger aktiviert sind (`Enable Statement-level Triggers` ist auf `true`) und nur Primärschlüssel in den Triggern gespeichert werden (`Triggers Record Primary Keys Only` ist auf `true`), fangen die Trigger die vor- und nachverarbeiteten **Seitenarten** auf.",{},0,Wenn [Enable Statement-level Triggers = true und Triggers Record Primary Keys Only = true] dann sammeln Triggern Vor- und Nachbildungen auf,{},0,Triggers捕获Before und After-Bilder,{'image': 'Bild'},1,"Betrifft die Einstellung ""Enable Statement-Level Triggers"" auf ""true"" und die Einstellung ""Triggers Record Primary Keys Only"" auf ""true"", dann werden die Triggern vor- und nach dem Ändern des Bindes Bilder erstellt.",{},0
Renewal and Termination:You can predefine the renewal and termination clauses for legal transactions at the context level.,Verlängerung und Terminierung:Sie können die Erneuerungs- und Kündigungsklauseln der Rechtsvorgänge auf Kontextebene vordefinieren.,{'renewal': 'Verlängerung'},Verlängerung und Beendigung: Sie können vordefinierte Verlängerungs- und Beendungsbedingungen für rechtliche Handelssituationen auf der Kontextebene vorgeben.,Verlängerung und Beendigung: Sie können vordefinierte Verlängerungs- und Beendigungsbedingungen für rechtliche Handelssituationen auf der Kontextebene vorgeben.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendenklärungen für rechtliche Transaktionen auf der Kontextebene vordefinieren.,Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendenklärungen für rechtliche Transaktionen auf der Kontextebene vordefinieren.,{'renewal': 'Verlängerung'},Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendigungsbedingungen für rechtliche Transaktionen im Kontext vordefinieren.,Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendigungsbedingungen für rechtliche Transaktionen auf Kontextebene vordefinieren.,Erneuerung und Beendigung: Sie können Erneuerungs- und Beendigungsbedingungen für rechtliche Transaktionen auf Kontextebene vordefinieren.,qwen3b_strong,Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendigungsbedingungen für rechtliche Transaktionen auf Kontextebene vordefinieren.,1.0,{'renewal': 'Überwachung'},Überwachung und Beendigung: Sie können Überwachungs- und Beendigungsbedingungen für rechtliche Transaktionen im Kontext vordefinieren.,{},0,Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendigungsbedingungen für rechtliche Transaktionen auf Kontextebene vordefinieren.,{},0,Verlängerung und Beendigung: Sie können Verlängerungs- und Beendigungsbedingungen für rechtliche Transaktionen im Kontext vordefinieren.,{},0,Verlängerung und Beendigung: Sie können die Verlängerungs- und Beendenklärungen für rechtliche Transaktionen auf der Kontextebene vordefinieren.,{},0
"As a data provider, your main objective is to offer valuable data products to the users of the Data Marketplace in SAP Data Warehouse Cloud.","Als Datenprovider besteht Ihr Hauptziel darin, Benutzern des Data Marketplace in SAP Data Warehouse Cloud nützliche Datenprodukte anzubieten.",{'data provider': 'Datenprovider'},"Datenprovider ist Ihr Hauptziel, wertvolle Datenprodukte an den Nutzern des SAP Data Warehouse Cloud zu bieten.","DatenProvider: Ihr Hauptziel ist es, wertvolle Datenprodukte an Nutzer des SAP-Datenmarkets zu bieten.",Als Datenprovider ist Ihr Hauptziel die Veröffentlichung wertvoller Datenprodukte für Nutzer des Datamarketspaces in SAP Data Warehouse Cloud.,"Datenprovider ist Ihr Hauptziel, wertvolle Datenprodukte für die Benutzer des Datamarkets zu bieten.","Datenprovider ist Ihr Hauptziel, wertvolle Datenprodukte für die Benutzer des Datamarkets zu bieten.",{'data provider': 'Datenprovider'},"Als Datenprovider hat Ihr Hauptziel es, wertvolle Datenprodukte an die Benutzer des SAP-Datennachweises in SAP-Datenwarehouse Cloud zu bieten.","Als Datenprovider ist Ihr Hauptziel es, wertvolle Datenprodukte an die Benutzer des SAP-Datennachweises in SAP-Datenwarehouse Cloud zu bieten.","Als Datenlieferant ist Ihr Hauptziel es, wertvolle Datenprodukte an die Benutzer des SAP-Datenmarkts in SAP-Datenbankcloud zu bieten.",qwen3b_strong,"Als Datenprovider ist Ihr Hauptziel es, wertvolle Datenprodukte an die Benutzer des SAP-Datennachweises in SAP-Datenwarehouse Cloud zu bieten.",1.0,{'data provider': 'einfügen'},Als Einfügerin oder Einfüger bietet Ihr Hauptziel es die wertvollen Datenprodukte für die Benutzer des SAP-Datennachhallungsmarktes in SAP-Datennachhallungscloud zu liefern.,{},0,"Als Datenprovider ist Ihr Hauptziel es, wertvolle Datenprodukte an die Benutzer des SAP-Datennachweises in SAP-Datenwarehouse Cloud zu bieten.",{},0,"Als Datenprovider ist Ihr Hauptziel es, wertvolle Datenprodukte für die Benutzer des Datenhandelsmarktes in SAP Data Warehouse Cloud zu bieten.",{},0,"Datenprovider ist Ihr Hauptziel, wertvolle Datenprodukte für die Benutzer des Datamarkets zu bieten.",{},0
